cost_min,cost_max,dist_min,dist_max,alpha,k
-9.819317509103104,27.04569673273705,129420.96885382292,1425678.0462671788,0.0,1
-19.823603386253225,38.394255449254864,112439.21984833531,1072385.9063894611,0.0,2
-14.47153395344248,43.29131124904041,95064.38917072004,498114.1176078465,0.0,3
-20.3080387797781,67.35091744072088,88939.79095363691,437398.15579180385,0.0,4
-9.347086052408198,65.37068543418422,81557.85884527638,299888.7335575979,0.0,5
-9.031801228357198,75.78761584571895,64247.536150491964,285425.847649995,0.0,6
-3.164392154866853,93.88440870065135,66151.9374073126,224372.67932621078,0.0,7
-2.857875049080299,113.38995926125028,65666.22296858547,167507.81271010323,0.0,8
9.578755137619567,122.9911344806728,62479.380234600096,174515.7605996719,0.0,9
-0.872530063612615,109.28627754155805,59553.35880110773,175550.01717463316,0.0,10
4.553209782660366,113.6619561481765,54328.92013211348,172160.1153892883,0.0,11
15.52707388262966,115.61634668161658,53457.51178696725,145252.67534645673,0.0,12
16.467511825418917,123.73687664086675,55075.132389443024,173270.59411287887,0.0,13
14.830419439786196,140.00958354279882,53431.47263422042,144791.04036462476,0.0,14
33.72829197342,168.8077120623176,48013.432375206685,117729.57635216572,0.0,15
12.337807774928741,150.57011957195047,46595.32119173962,115654.47162208281,0.0,16
38.50112308850611,153.56672227781624,48236.33285149117,107971.06093285634,0.0,17
34.83240871819288,163.92061006247383,48225.91818131932,116682.55408122655,0.0,18
49.38749152082094,167.27263978040818,45369.608331337266,105156.95197468469,0.0,19
47.56580257552736,191.04642230842688,41681.09535701077,105965.66542272893,0.0,20
44.31316954185423,189.55033624789166,45396.54926789272,123067.41206060925,0.0,21
52.21715673077858,173.70638356767577,44287.619528520794,101600.5594165125,0.0,22
64.95548983148035,189.2085341552615,41974.93971160826,109899.40442796142,0.0,23
48.93450558231599,199.87394067845221,40366.42684316126,105755.52704292515,0.0,24
63.090007383340655,228.37120343204379,40311.10722905522,97387.33825708138,0.0,25
65.35126986640256,210.9386478606076,41911.346319787706,84625.48819152937,0.0,26
70.63562429247473,199.92689350028823,40455.560764693735,85405.00065313408,0.0,27
85.22329849836501,238.4046857987815,39155.226433528405,89319.49723157319,0.0,28
80.97761378952497,233.63222470315597,39033.09087707971,93034.64589429648,0.0,29
61.32968709509557,202.25779696254122,36726.682983124134,108295.88571179092,0.0,30
96.57361143985128,225.57494136675263,38338.330370670184,74856.51918792514,0.0,31
84.22103616093693,225.85659508260278,37564.76801800759,95925.13787023685,0.0,32
85.95659949239868,248.6628825707108,36550.87316509747,87758.03314846219,0.0,33
96.92160696410357,261.3554184881291,36504.96291759394,77901.74189911345,0.0,34
108.11854034627825,253.98560162101597,36431.751840161676,78651.45058868997,0.0,35
112.54006339408907,252.79060018643847,35958.7088124793,73436.00578339487,0.0,36
110.19375736240886,233.93304362910513,36157.65711065469,69828.62463186444,0.0,37
95.78722486727389,291.75744082368396,34876.04425302417,65802.82972454737,0.0,38
113.96440074179247,246.27496221955494,33340.111246896464,65651.65299087712,0.0,39
115.82893383731901,281.90739505409465,34550.927748350936,68684.12087633915,0.0,40
103.32302815768747,262.4050829827138,32181.37274079968,80913.44036604608,0.0,41
134.00574171489882,251.87252693046025,32573.464466415415,70547.80007286363,0.0,42
145.62405794733354,278.22492558370277,33860.905748560086,65187.958592545474,0.0,43
131.86878325924152,281.0024470580946,32842.951720992096,76515.01414713183,0.0,44
127.86982387859135,291.67381236886024,32903.35303205293,63704.448579396085,0.0,45
147.53754109418819,282.49726536283777,32462.83216603022,60738.17561971663,0.0,46
93.03986284314267,291.73962039565583,31729.475614078838,69431.93867877948,0.0,47
154.2930987869498,285.7086060112432,31564.394916102072,64890.38986203758,0.0,48
150.8941900414199,293.31647189347575,32358.055069265833,62012.210632203,0.0,49
170.19550213010112,300.7947278751144,31773.694877619695,48532.20250765011,0.0,50
150.85453634681312,282.6907923722672,31888.074104682735,56066.49130747095,0.0,51
171.39613924080393,298.2220518787941,31404.40323281899,59871.585539898115,0.0,52
163.70247039862906,296.0738201800574,30815.709543187564,59792.79786599868,0.0,53
187.2171518459767,313.0349942609739,30796.92691792767,56237.79735543866,0.0,54
196.36123243580852,296.2563845419943,31783.495817156232,45445.416386695026,0.0,55
168.5119673327984,315.7175168454637,31175.961069299,48856.919632808545,0.0,56
175.8345916953368,327.2578740636169,30875.24617171823,46704.527134012096,0.0,57
172.90482430384108,316.2552961975822,30105.304800945454,46872.63666071163,0.0,58
200.98736985902244,331.8173815536693,30339.960352045393,43605.10197479846,0.0,59
203.95425538882495,315.8520245438658,30505.551918290996,43880.43618783827,0.0,60
204.3960206778106,326.2785491091814,30476.63980281788,54376.521690027,0.0,61
203.0352269479901,332.07238265257365,30055.457746200107,55524.20067386452,0.0,62
207.16944310582198,328.7688488338674,30077.085512174104,45477.09427863249,0.0,63
221.51908901503208,322.3219338304672,30038.32757791822,43807.225657095674,0.0,64
236.50646026863373,338.31809661222997,29878.407914053318,42170.46705819619,0.0,65
216.86519783969885,326.83230039633463,30018.34580521834,41607.68513660004,0.0,66
241.6166257097237,333.1763706518441,30106.114816734986,41605.790205934296,0.0,67
227.54753550947407,337.25164745727443,29846.48685989492,41825.23450998193,0.0,68
250.25726645236458,335.3812478055039,29913.203989736958,39827.911972958,0.0,69
249.3767350731886,344.203480926054,29795.01395140233,40062.460584575245,0.0,70
265.00691135677323,342.06423145859503,29736.842720567067,40769.04957881643,0.0,71
251.56711606372818,333.1763706518441,29751.790181720567,39871.34865386156,0.0,72
260.5541912934266,334.1991950489039,29733.990844603257,38570.30901585674,0.0,73
260.98410078788214,334.1991950489039,29733.990844603257,38505.099527642815,0.0,74
270.47345244237374,334.1991950489039,29733.990844603257,39326.58728892274,0.0,75
295.7270511120249,334.1991950489039,29733.990844603257,37811.0135414342,0.0,76
297.3341808070637,334.1991950489039,29733.990844603257,31053.628136064188,0.0,77
324.19490917175375,324.19490917175375,29733.990844603257,29733.990844603257,0.0,78
-9.819317509103104,17.484175051653775,129420.96885382292,1437447.3808283443,0.1,1
-19.00464782305174,43.085119424129765,108407.57369140371,599316.1246732532,0.1,2
-8.202850192244318,45.20994304476689,94504.67128068047,382890.364160613,0.1,3
-25.564668028590255,69.8106066423781,79466.48730640086,376207.5264117743,0.1,4
-15.959498063152264,66.151867679179,77753.55596391101,279597.8180763251,0.1,5
-4.3126799052323594,90.47460762980802,74234.56709073015,321730.61986341164,0.1,6
2.7750390417595003,86.73430676963933,65351.66735782369,234891.6717766991,0.1,7
7.938858001344977,104.32411066777868,61323.24531228759,231869.39098669915,0.1,8
13.76381322478117,108.05636739635385,60013.09036281536,211769.68472068282,0.1,9
-2.9695727749707057,106.81703763176368,56051.56985584731,161748.24195359068,0.1,10
-9.409290747781258,137.77657545711457,54927.40537151423,166466.5427974107,0.1,11
2.5705082483689097,127.90502659320123,54769.59314266841,144349.00417704319,0.1,12
22.802886139896998,135.9390370966095,52122.38229219282,145121.26482782402,0.1,13
26.831242244050454,165.70092408442733,52838.340919299924,193387.47288528987,0.1,14
-2.576183540644511,132.12435678934298,51783.59222470294,147580.95541880405,0.1,15
36.25563892952344,184.62010610077414,45427.60661758855,124012.45888476186,0.1,16
32.61924398240153,179.14787661688388,45458.63222017805,120685.08864841376,0.1,17
20.410005738857194,156.43060085184692,43721.06593418735,120381.44508545133,0.1,18
23.131436200182268,175.38998554098887,45821.7888399303,107417.98256649735,0.1,19
16.98414445273361,164.08387771372924,43772.41961042325,109164.34384437988,0.1,20
51.85364947046708,161.5885093077418,41606.46622770759,112915.62519205702,0.1,21
43.355233174380274,180.59326363078839,39749.38935570081,85238.95626815922,0.1,22
59.033909852632675,181.78734942284083,41237.877123110455,100951.05789216241,0.1,23
67.64335925007654,202.11430738994736,41418.90800277648,101091.51050040993,0.1,24
66.11967706718693,219.52347022811918,38905.11174726075,88931.23448467591,0.1,25
73.70607876838113,198.35920792208452,39824.26200374436,93788.85967619742,0.1,26
52.779526657962265,212.7597593272138,38960.411747981416,81266.60616348582,0.1,27
56.611046831748396,216.40871256324422,39171.27059503828,92353.86888032427,0.1,28
58.89097647708928,209.1647164737385,39173.628371188825,83901.63157900199,0.1,29
74.5142280301483,218.78109700369336,38661.18971611307,87918.42683581139,0.1,30
79.6939115806162,240.60149458506322,36301.036521180504,86732.17329685636,0.1,31
81.75956047175245,240.25563520901034,38052.892337252684,92431.42438875636,0.1,32
82.8680714320422,236.31587451907745,36968.71371418418,96700.44118474032,0.1,33
112.94507160344389,237.41122386381525,36210.85485273367,84398.36679745681,0.1,34
95.0876207501243,245.41105595963566,36498.94607007173,71007.37515199659,0.1,35
101.35054605903721,261.4916984611712,35535.094491311866,70649.76944892856,0.1,36
115.80056106905785,257.46813480817013,35033.990191578734,64777.368894211024,0.1,37
103.5986741061134,245.6487968665447,35360.53441051497,73886.3367887925,0.1,38
111.44328716185603,257.111995694764,33335.24854231114,61115.45352229367,0.1,39
127.39867615762893,261.8012496274131,33705.25186355366,75463.65598482122,0.1,40
111.37267164366068,262.6076673721069,34345.42517907889,67502.95866417736,0.1,41
124.2915948887993,277.53706485995974,34079.62302414993,67728.0130721994,0.1,42
135.543861629917,287.84641543949124,33645.207771450754,78765.22247133384,0.1,43
134.50238961540666,297.94884071303295,34260.61268893194,69316.2693859231,0.1,44
128.82174707429644,294.5732917243282,33631.43766051485,66420.44968211601,0.1,45
152.42705257616979,281.058130320833,33063.989871212856,62763.31646673151,0.1,46
150.9667669059035,299.5612910201033,32086.18583262552,61485.10001994231,0.1,47
164.3847019929988,281.8333551592905,32228.555090559024,49474.875310626885,0.1,48
172.86553057416398,307.6770713796854,31595.990127315057,65003.85583620895,0.1,49
164.2771251981203,278.4642158009939,32713.387532536934,48360.94565572849,0.1,50
169.46427558675987,320.35772542885036,32609.044610632624,59145.57194414999,0.1,51
154.6249054386354,309.81291676699834,31540.05713141763,50877.871865655936,0.1,52
182.20946975705834,338.36317653761705,31511.419207028848,67231.47746658801,0.1,53
145.18797442208486,316.1740053977462,31017.066995918016,50653.70199099779,0.1,54
188.9140127335938,299.14003735440224,31096.574685303356,62582.5700577223,0.1,55
181.55813567244894,340.9790858344528,31213.218841930884,43738.41616864346,0.1,56
190.4195814091034,305.9339702833911,31032.61282896006,47273.71547354606,0.1,57
195.58855333627082,321.6658530494851,30242.17784961936,45914.35340179485,0.1,58
201.2905334609888,326.98640508107314,30815.851348226126,45853.249147727875,0.1,59
202.76844614788718,327.46692744678796,30931.21981370103,45209.544188771324,0.1,60
201.24245655163463,338.84540060841334,30357.94976254541,42687.80087873072,0.1,61
191.3453134860434,313.032833845254,30585.02566567476,43613.89403477713,0.1,62
217.23839260251776,341.7824708110297,30154.799370417542,55131.664909981686,0.1,63
226.626073970877,332.7450237383514,30148.905052927297,46250.388830193595,0.1,64
211.89955021336993,329.24479882905166,30301.023992913837,44125.39635087342,0.1,65
198.39500017031799,336.5870027693767,30010.381811430085,41294.81857318177,0.1,66
219.31661421372556,326.64286522760153,29866.80056413991,43227.477906986926,0.1,67
223.7043894431845,326.2509576663459,29752.724599875575,42189.55593022891,0.1,68
234.61681538391764,339.0171395317543,29763.796616105275,40810.334921662674,0.1,69
241.79428978471023,334.1991950489039,29814.668222399807,40369.2040970803,0.1,70
261.48332626390584,328.3455362449523,29776.335602277028,39181.26219349485,0.1,71
271.6156109090165,338.3498221221024,29733.990844603257,39376.39634872341,0.1,72
261.3840990266612,334.1991950489039,29733.990844603257,39553.38761227384,0.1,73
280.9851605880433,329.08275936906796,29733.990844603257,38264.992786069386,0.1,74
282.7120922585468,337.25164745727443,29733.990844603257,39172.52768071663,0.1,75
292.2177451272278,334.1991950489039,29733.990844603257,38495.358152974826,0.1,76
306.895702488147,334.1991950489039,29733.990844603257,31201.317127120736,0.1,77
324.19490917175375,324.19490917175375,29733.990844603257,29733.990844603257,0.1,78
-9.819317509103104,27.04569673273705,132109.70867403896,1437447.3808283443,0.2,1
-19.823603386253225,41.667785281254,111385.58132089503,957292.9470800678,0.2,2
-23.059733573938235,55.78102069944007,87475.89994495704,551697.7412220446,0.2,3
-17.496085907489423,54.11807146208309,86656.03835177026,524173.63083431934,0.2,4
-17.32373334241833,97.1161736811375,69854.58273405329,369277.18151419424,0.2,5
-14.620279083447006,93.65104785172194,78496.33616594187,356571.687241934,0.2,6
-0.45112315557031657,89.19763993739967,69091.78650845717,356668.56009461085,0.2,7
0.7656724155299344,101.81299816675008,59092.52669816492,231046.70882303338,0.2,8
-0.2729677034246709,115.84897794422383,60350.68913038204,199227.12621914412,0.2,9
14.070366078495077,129.34651767220123,56534.37223736803,205441.68852931334,0.2,10
0.9122807196728964,123.1307030694958,55756.039243410785,144357.8950858694,0.2,11
5.835189242617064,124.67592191563708,55759.04124358499,201260.61566235987,0.2,12
8.756805542578547,132.84958773493346,54399.27449313418,132011.93129802286,0.2,13
22.732155998616662,136.54315879663704,52763.31843932862,146448.6275102937,0.2,14
16.095633972651225,152.30890467842812,44855.38618920839,169128.43467021425,0.2,15
32.59856882706212,154.78146277492505,47238.92065777403,136811.7167741718,0.2,16
34.814221848413126,158.6380236030327,46290.22970396299,118630.85294937028,0.2,17
39.167024246928335,150.48288977378758,42274.889748810165,105995.01620521228,0.2,18
31.279123048508232,153.4960044138191,45073.07674767918,117141.0578216117,0.2,19
30.37240001489718,171.503400529378,44681.22095917118,124797.26712069551,0.2,20
46.9906146742111,192.55878795902044,42697.77111367842,100072.34910688385,0.2,21
54.22989961246889,191.4275084786692,41936.04008468416,100656.50002627575,0.2,22
53.806250900560244,193.5668917442216,43525.04707036116,105429.84482321871,0.2,23
48.05280580663215,177.2429923066373,42555.799117042,114806.58310574631,0.2,24
68.83128891072036,210.90285174474602,41579.896539107234,95043.25048972393,0.2,25
55.943014863611154,211.56398996730647,40616.97541624589,92748.68252252694,0.2,26
62.61870890925956,210.8754544521495,40362.860620212334,81787.34281793378,0.2,27
73.28158035055804,226.20358177825995,36680.861683881194,92714.22203057093,0.2,28
67.89013728694202,214.20084687631436,39515.802017835595,77784.93096350224,0.2,29
95.9631103493582,221.27265059096237,38099.365458527966,79397.45755878215,0.2,30
85.5633289938279,241.6741747325307,37497.694761532104,81579.12388054964,0.2,31
99.93757971868146,248.57448854617354,36830.68894351786,84312.63890469773,0.2,32
105.5741653522414,220.75338379362256,36411.513366055326,74101.40437000268,0.2,33
103.08427442177347,239.4711352997895,36648.32250316254,74417.56652309046,0.2,34
100.45300071998089,237.74388722143445,35737.246809524484,75092.66658806121,0.2,35
101.17062597763837,250.58392384153933,36587.30096709558,74683.05900501582,0.2,36
107.68720000327357,259.7681316786394,34470.513129394436,76542.30927607843,0.2,37
104.33281110271467,249.67936486923335,34325.45026082068,82439.53332798615,0.2,38
86.66801429004056,254.98704159412304,35193.87864249302,70270.92895939774,0.2,39
123.53976740115745,257.351610676888,32829.221418558,61856.235780201314,0.2,40
129.44874935923946,276.49383600326973,33394.048185814616,77768.48140439538,0.2,41
130.20092397256116,265.40943525653194,33661.11521015902,67932.07557834907,0.2,42
100.80510144559884,284.26278750500614,32642.991948834315,78261.0201625205,0.2,43
148.44430723936296,278.19242507730416,32742.977831923003,63775.368559335846,0.2,44
141.64175395423743,272.35647570676474,33008.46630179913,68772.63590179534,0.2,45
153.0046746774952,281.89890250331337,32684.69244269026,64604.03360896882,0.2,46
154.92296829009,274.2030895769826,31762.82892612732,48767.59642760806,0.2,47
139.63905390252668,290.60849599573874,33417.05368272399,66242.31084557225,0.2,48
137.21526184185814,285.1501168251658,31326.844620588377,58168.7368722216,0.2,49
143.3056819368467,283.66214314757497,31743.07789330613,59899.084170782786,0.2,50
175.041367589548,290.32871999585507,31036.406943835365,73659.91829692373,0.2,51
167.21747420218563,301.0590511056473,31425.4071632863,58939.10557160152,0.2,52
153.26107059622237,300.78951125355513,31646.36174328084,49984.638732988016,0.2,53
181.4347857843916,307.6832866353785,31196.42222608729,46294.506261747316,0.2,54
165.63561491020994,304.90391674565626,31295.459094316186,61971.80354564352,0.2,55
192.32526111798887,317.7291389518589,30923.795568390968,59585.25687509066,0.2,56
196.134457269602,317.16176268315917,30699.2753423232,44534.03289628527,0.2,57
162.78666100642928,300.0378894520114,31292.28050755974,44813.91276632097,0.2,58
199.86334060407404,331.6377053678282,30442.60766839786,44183.27348250083,0.2,59
210.11357243741514,310.32342263290536,30539.917680373856,44735.22424901848,0.2,60
201.96383725475238,331.79391954513517,30592.35321266,42802.24711133584,0.2,61
208.38723066435827,327.0012634055846,30380.42888281684,56417.13541030471,0.2,62
223.66762965279037,329.82683217202,29965.509640498458,43049.867581602164,0.2,63
202.9031752530123,326.73947140572307,30017.24629285373,43635.70438740524,0.2,64
219.88918328417367,338.20809037762695,29843.148755312905,42962.14315695274,0.2,65
236.71139396252394,334.1991950489039,29882.147745512066,42917.78871653817,0.2,66
222.2753152067593,327.3227118478925,29791.96497450287,41381.53364336118,0.2,67
243.49900837677166,341.40227453047305,29739.07621678071,40304.44305715616,0.2,68
241.13109232699026,341.980112196557,29754.000914947203,41053.370568332335,0.2,69
239.10772409825063,329.8170601645471,29954.641927638175,39943.05197037134,0.2,70
260.75669104724534,339.3020791367161,29733.990844603257,41130.270378477864,0.2,71
259.093496468317,337.25164745727443,29733.990844603257,40376.30156741397,0.2,72
269.1913594459396,334.1991950489039,29733.990844603257,40112.845189904176,0.2,73
272.7400533170004,334.1991950489039,29733.990844603257,37937.67517407772,0.2,74
280.2753606736653,334.1991950489039,29733.990844603257,37705.201398199155,0.2,75
293.3790401182616,334.1991950489039,29733.990844603257,37705.201398199155,0.2,76
297.3341808070637,334.1991950489039,29733.990844603257,37705.201398199155,0.2,77
324.19490917175375,324.19490917175375,29733.990844603257,29733.990844603257,0.2,78
-9.819317509103104,27.04569673273705,132109.70867403896,1325875.0610661032,0.3,1
-18.629411501750685,43.085119424129765,114622.45200100826,733989.5754452366,0.3,2
-15.560382151440132,60.53868392131908,89040.6498025855,439345.9146459528,0.3,3
-21.321314266398897,78.87371958915988,83970.14564060638,382616.23919321113,0.3,4
-3.2252802889446475,73.55558383007951,73086.07187990277,291891.4295215848,0.3,5
-7.015558865512771,82.47535600172085,70496.01399898241,213469.9836949542,0.3,6
-19.930881283886624,96.10331378790556,62602.694609942155,281662.6889494902,0.3,7
3.02059989774302,91.74954291549832,67302.57460905933,208158.79445086487,0.3,8
4.779028552371397,108.3554376339111,59137.5745406763,182473.64912152023,0.3,9
21.92053451156606,102.09702311424844,59928.150429690235,169007.86891325883,0.3,10
3.8466528317739357,123.88741811731055,54803.67400386013,143213.79944054506,0.3,11
20.427932720210713,138.75114091388164,54993.1362221787,174745.357563039,0.3,12
14.588632744670294,138.6952092466375,52800.970270849066,261583.6950409624,0.3,13
29.738710771761088,145.19943902548664,52024.40270832063,201600.47596879155,0.3,14
25.19580178908234,148.7999746869591,48899.871100942786,128216.78093474028,0.3,15
37.745629169292464,145.5644578277026,47646.394922300955,124560.9497284209,0.3,16
38.29316928173129,145.42463493170436,42375.11885715171,126184.19014862058,0.3,17
28.352853245890653,156.0820640901969,44479.037676674976,122279.45040663847,0.3,18
31.299652978266323,182.27802460187155,46695.839237901964,105557.27186965279,0.3,19
28.554600209936687,161.48279459942086,44031.8483274457,111472.53827777883,0.3,20
52.86449951233452,198.04358180714448,44679.44537910554,102965.85117894204,0.3,21
48.40763172337395,177.53004059968666,41559.46454695626,113654.25642754303,0.3,22
53.828939227871786,172.4242877868978,43130.55778544615,110400.17224971378,0.3,23
47.69095593581845,200.55894600357573,39853.506812828055,92949.56565165972,0.3,24
70.19549806747006,199.05784202278892,40037.62683864521,117094.87409902677,0.3,25
44.78311292231013,249.51127343694841,40455.31737611827,92522.03515093352,0.3,26
27.51704293193185,219.17174210122397,38524.61134973046,99573.68807145862,0.3,27
68.46337289628492,208.498976836162,39887.691763702525,82153.14610149659,0.3,28
79.7626167938825,227.7993551391495,39401.04974551122,87651.19142838665,0.3,29
74.7029949158271,210.85624968949185,37695.19189756409,85355.43042730416,0.3,30
63.596649801164816,230.56869527955365,37633.13578882164,79640.72733455908,0.3,31
94.56354739045412,234.23251421045146,38517.1672969344,94937.24662574717,0.3,32
77.56670108687746,224.28069182128291,37299.4233027998,83239.78732871995,0.3,33
103.56854853603627,256.9348792610783,35831.079010628375,84635.52507322552,0.3,34
73.61117637540396,236.5089675859759,36329.31992361205,86381.56928440416,0.3,35
79.07649425248806,234.8210325241241,35570.11452203334,74810.40173071291,0.3,36
99.10030431773993,247.18054046189098,34698.71898324731,74153.57487728557,0.3,37
94.1840185277211,247.3317854779542,34271.055931019204,80906.59173293473,0.3,38
119.21356779965457,251.91555697992158,35264.92494709597,66965.68229179017,0.3,39
103.09594229972123,272.4301948444004,34094.596140751986,72362.57079633119,0.3,40
115.57973438164458,274.9997742420695,34401.22855523304,72905.61184650635,0.3,41
73.64644061606347,271.9469654133119,33041.824444128695,71873.72581119633,0.3,42
122.26374991503074,284.0913184929682,33718.14249761872,68084.87215165584,0.3,43
152.97753618769923,275.8093936148548,33432.389431155454,70974.4571233185,0.3,44
140.5822113540137,302.5355117017026,33664.79471225853,67160.07420597994,0.3,45
137.47340795274047,287.273599069723,33192.98914525886,63447.111235851764,0.3,46
138.85818903652853,284.51906444341614,31738.10010364274,67628.4453451163,0.3,47
151.55074612458506,294.17485952674156,31059.914456398492,61165.419204447215,0.3,48
158.33369568244413,302.82077340353896,31815.82351662803,63680.324749209336,0.3,49
156.26947197337805,289.4391147753016,31942.826300498877,62531.31310920928,0.3,50
153.65784099204848,307.4195565298036,31674.691070486308,57678.42776924933,0.3,51
